CASE_TK,VERSION,DATE_FROM,DATE_TO,CASE_ID,CASE_NAME,CASE_DESCRIPTION,CASE_DELETED,CASE_NUMBER,CASE_TYPE,CASE_STATUS,CASE_PRIORITY,CASE_RESOLUTION,CASE_STATE
7305,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,96408FC0-6AA1-6C67-3C4F-E5850D6B633E,Norman Acevedo,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7306,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B6826E5C-B99D-606C-CF62-609507FE4A03,Aaron Mcknight,Not Set,No,1,Administration,Assigned,P2,Not Set,Open
7307,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DD0A98B1-6E7D-5110-D59C-62F6616CCB5B,Sawyer Skinner,Not Set,No,1,Product,New,P2,Not Set,Open
7308,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,317142B6-8419-A0A7-1B73-78E10E65B38D,Stone Booth,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7309,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,352FFF7B-9E18-98D2-9CE5-59D6896B9A4F,August Gross,Not Set,No,1,Product,New,P3,Not Set,Open
7310,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D4573778-63E0-67A9-6F2B-09E4595E8DE2,Clinton Pate,Not Set,No,1,Product,Closed,P2,Not Set,Closed
7311,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9370152F-8D8A-D9FD-ABA0-6C207F286DAE,Harper Hoover,Not Set,No,1,Product,Closed,P1,Not Set,Closed
7312,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DB2A954E-D342-24D5-A402-4BE2C5AD872D,Byron Williams,Not Set,No,1,Administration,New,P2,Not Set,Open
7313,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,90AD7D83-5289-E33A-28A5-026ADDB334D6,Anthony Mullins,Not Set,No,1,Product,New,P2,Not Set,Open
7314,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,FF318DC4-E172-D69A-70B3-357FA5390390,Colt Mcpherson,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7315,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DE7F6F67-9572-A58C-B0C1-7B7ABC7B8E87,Nigel Hendrix,Not Set,No,1,Product,New,P1,Not Set,Open
7316,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5DFF4E4B-5511-D047-C5E3-0E22C917F5E2,Jared Hyde,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7317,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9A0C937B-C6CB-1471-7599-43F926BE2106,Ivan Harper,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7318,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F050EFAE-190D-6F43-D8E8-82F1D2B2E6F7,Dominic Merritt,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
7319,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BF7B8C5A-6C07-5390-69D0-496F34D47C1D,Cullen Travis,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7320,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,91142B86-7A3A-13C3-331D-8A511143EFA5,Mannix Talley,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7321,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D5F4C47A-4606-FE73-F51A-FF6B9B9BE7AD,Blake Velazquez,Not Set,No,1,Product,Rejected,P3,Not Set,Closed
7322,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,90114F06-9322-85EF-CB41-2AB353CB4EDA,Norman Marshall,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7323,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7ED10652-DD12-09CB-6A93-2491140BA0F1,Eaton Kirkland,Not Set,No,1,Product,New,P2,Not Set,Open
7324,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7F47E5F3-FD0D-3E53-256E-9E13ABF5F0C9,Hayes Salas,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7325,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5F13F2D4-4F24-E13A-46D8-554162B30D02,Axel Mercado,Not Set,No,1,Administration,New,P3,Not Set,Open
7326,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,4889A605-0E84-DE91-7681-9C9B5B7712B7,Chester Bray,Not Set,No,1,Product,Closed,P2,Not Set,Closed
7327,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,76EB1AC6-A4B6-CD5A-5EFF-6AB18731426C,Evan Henson,Not Set,No,1,Product,Closed,P2,Not Set,Closed
7328,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DE79D4E3-F7D6-D549-B55E-F0FEC596722F,Elton Fleming,Not Set,No,1,Product,Closed,P2,Not Set,Closed
7329,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BF8C9236-A4DE-9E87-7FB3-DA22DDDBCA2D,Hoyt Goff,Not Set,No,1,Product,Closed,P1,Not Set,Closed
7330,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,691A750F-AF16-ACCA-E920-181B0EFBF789,Caldwell Justice,Not Set,No,1,Product,Assigned,P2,Not Set,Open
7331,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,FB8F2F62-5D0C-CF78-B50E-F2AD40E456FE,Brandon Powell,Not Set,No,1,Product,Closed,P3,Not Set,Closed
7332,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F5A30E2B-FC3B-9B87-271E-461667CDEBC3,Bradley Sargent,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7333,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F12AAA30-7AE6-583D-1404-ACAEACE7BEF5,Rogan Richmond,Not Set,No,1,Administration,Rejected,P2,Not Set,Closed
7334,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F89C69A7-02D3-14ED-2445-FA0580E2DBA7,Oleg Gross,Not Set,No,1,Product,Closed,P1,Not Set,Closed
7335,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D02E7E15-D852-3ED0-EF4A-1A4222CA228A,Uriel Mayo,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
7336,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,13CC9104-954C-BD84-367C-54091DEC556A,John Hudson,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
7337,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,37B06410-38B2-F9D4-0D17-6825D028686D,Amal Mcbride,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
7338,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7F690C80-ABE8-6398-CE57-8F7BDC55E867,Silas Alford,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7339,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8F0A5266-17FD-27E9-0BDC-B1B56E794B9C,Porter Morrow,Not Set,No,1,Product,New,P1,Not Set,Open
7340,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,55637D47-7EDE-CF1C-D5E9-68AC3815AF45,Allen Davidson,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7341,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,99DE25FF-8BEC-06F7-4D3A-CBCF0F22CC59,Elton Mullins,Not Set,No,1,Administration,Closed,P3,Not Set,Closed
7342,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,68F2CD6D-472A-0327-242F-7BE51CF6D3CE,Finn Haney,Not Set,No,1,Product,Closed,P3,Not Set,Closed
7343,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,51CEBAFC-9FB2-B65E-D769-BF416FA75407,Dale Pacheco,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
7344,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5078CE97-4E7E-258E-CEBB-98D079AB9AFF,Jerome Meyers,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
7345,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0E573724-1600-FAF4-7F9C-7DAF61583A73,Merritt Alston,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
7346,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,12E196B8-8B72-1DF8-A1F0-2D6D97444724,Castor Norris,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7347,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B605DD59-17AE-5DC7-5517-134C1EC0A001,Zane Diaz,Not Set,No,1,Product,Assigned,P2,Not Set,Open
7348,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,4BE0AF4E-5D7E-205E-E250-7F53ADFBA60F,Rahim Kaufman,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7349,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,616BF0AB-EFC7-9E1F-D12C-99D61DB8FF46,Lance Silva,Not Set,No,1,Product,Assigned,P2,Not Set,Open
7350,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,408F166E-8DB1-C7DF-5BC2-9D8604A395E2,Ray Stark,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
7351,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A57A8ADB-E4D1-0C1A-A0B9-BAFD16518210,Clayton Hobbs,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
7352,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9114BC68-1652-9648-3E9B-6F1345EDA0D6,Dante Collins,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
7353,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6BDF11A0-971C-57A8-1668-3511A169A034,Rogan Myers,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
7354,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F3C51E38-E11B-54BB-2728-08768E1AFE83,Jameson Greene,Not Set,No,1,Product,Closed,P1,Not Set,Closed
7355,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,CE35EC61-F2DF-0C22-21CF-350450302A17,Guy Burks,Not Set,No,1,Product,Closed,P2,Not Set,Closed
7356,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F5822415-4FC5-D4EC-FD4C-7FDAAE5E17BE,Raymond Rivers,Not Set,No,1,Product,Assigned,P2,Not Set,Open
7357,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3595BC66-774C-8648-3B79-1BA5A01E950E,Charles Wood,Not Set,No,1,Administration,Pending Input,P3,Not Set,Open
7358,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,E29DCFC0-64AE-6960-B9D9-E9DF0D209AE5,Keane Mcmahon,Not Set,No,1,Administration,Closed,P3,Not Set,Closed
7359,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1BA6841E-631D-89FF-F467-2AF1655E6C3A,Camden Shepard,Not Set,No,1,Administration,New,P1,Not Set,Open
7360,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,755ED3CF-5516-81D6-F060-D134A94BF1E4,Lucius Coleman,Not Set,No,1,Administration,Assigned,P2,Not Set,Open
7361,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8B2AB60C-E059-917E-85B9-D4D63B3153B3,Gray Burch,Not Set,No,1,Product,Assigned,P1,Not Set,Open
7362,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,2B6C36CC-6346-C279-E353-0BD10C80D91C,Nathaniel Drake,Not Set,No,1,Administration,Pending Input,P3,Not Set,Open
7363,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A8EBF0B3-AB38-3A23-0ABD-D056E60D0112,Emmanuel Dyer,Not Set,No,1,Administration,Pending Input,P3,Not Set,Open
7364,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,263129D8-28F6-A1B8-BCA1-A36E68EFB094,Tyrone Winters,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7365,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F6ACE57B-98ED-6418-1632-5D36C6AAC02A,Kadeem Chan,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
7366,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B786583E-4EEE-BA23-33AB-A23CB37AFE22,Barry Pierce,Not Set,No,1,Product,Assigned,P1,Not Set,Open
7367,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,E515D6F3-1974-F803-F729-75952FEF52A0,Micah Blackburn,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
7368,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0971D6C3-4867-0D46-0585-2F7A875CC092,Brendan Brennan,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
7369,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,84AECE70-4A37-4381-88B4-E8775177CE9A,Arsenio Kidd,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7370,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,EB6D9710-0CCA-A191-7490-BB263EC7B2A4,Sawyer Hudson,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7371,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,2E5D6082-6E34-34C1-CE2C-13171CB0212F,Luke Wise,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
7372,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6C5ADBE3-4C84-D78A-F1C4-BF9653723FE6,Nathan Hutchinson,Not Set,No,1,Product,Closed,P1,Not Set,Closed
7373,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,314208CF-4439-1099-9C6C-91E4FF2FA116,Ahmed Strickland,Not Set,No,1,Administration,Assigned,P2,Not Set,Open
7374,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,974A3438-9C00-E2FC-67DE-7DFBBBC2C4CF,Caesar Baxter,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7375,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8FF4DB72-F774-46CF-1C44-E4F4A15D78B1,Kato Hayes,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
7376,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,59077502-0DAC-4BD8-C635-99F68EA7ECEE,Burton Doyle,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
7377,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,855ADCB7-FC07-AFAC-10F0-70EE54980D67,Alec Ross,Not Set,No,1,Administration,New,P3,Not Set,Open
7378,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,79DC4916-AC9D-27E3-2106-22D49138D61E,Oleg Cook,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7379,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,2350984C-04A4-BEBA-6DFA-0516E6ED0998,Otto Phelps,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
7380,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D3240A61-353B-B438-ED95-4AA39F0C8BAE,Colt Pena,Not Set,No,1,Administration,Closed,P3,Not Set,Closed
7381,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,87EE3202-E19D-A0FE-0FD5-51EC44644834,Gray Bryant,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
7382,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8EAEC7C3-D589-87B8-2E5D-20E14D4151CB,Keane Riddle,Not Set,No,1,Product,Closed,P2,Not Set,Closed
7383,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8E0B6E1D-A842-C308-BB17-7DC8DEA6E67B,Paul George,Not Set,No,1,Administration,New,P3,Not Set,Open
7384,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,36AD0BC2-1DBE-03A0-4283-91DC7A2492FD,Coby Silva,Not Set,No,1,Administration,New,P2,Not Set,Open
7385,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B79FA9E1-7CC8-61BE-E7CD-A03107F6AF3B,Dante Holland,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7386,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,4BFC5C51-4AEE-17E3-B2E7-C58A1985655D,Lawrence Lloyd,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7387,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,359E26B3-042E-1506-75FF-0D3DC12D3C04,Guy Bell,Not Set,No,1,Administration,New,P3,Not Set,Open
7388,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,EF43A2BE-BA7E-95B4-3365-54A1EA5FBD15,Oscar Acevedo,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
7389,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5D35306A-7D51-FD76-4288-28DDED216C5A,David Wiley,Not Set,No,1,Administration,New,P2,Not Set,Open
7390,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,825671A5-7F25-F209-EAF8-9D55033E0068,Colorado Cooley,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7391,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,924BF7CD-A0D3-4F99-27A8-D428222E781C,Zephania Schwartz,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7392,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,28C30D82-8E33-F8AC-C6C8-2BE62D12A536,Gil Richardson,Not Set,No,1,Administration,Pending Input,P1,Not Set,Open
7393,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,704F76BE-0356-69DF-2DA5-925BAFB82A4A,Palmer Reese,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
7394,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9DBFB42C-B5C0-7EEC-D912-8FDA207EBEAB,Lucian Tate,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
7395,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,750EDE79-67D6-C840-37F3-E4CBABC6F3B5,Christian Sherman,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7396,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,E3C6D7BF-3743-9E06-B1F1-BCA757C70D67,Abdul Herring,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
7397,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C13D25BD-FB4A-13A3-41C3-8FF373AFA777,Tate Moran,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
7398,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,CC186BD4-153A-10C4-6D65-89FF425040AE,Oliver Fry,Not Set,No,1,Product,New,P1,Not Set,Open
7399,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F9EC26CC-AE14-1B25-6DF5-EB55F0FE88A6,Wyatt Castaneda,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7400,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0558EFF7-44F0-FAA8-1EB7-5D9BD4530DF7,Cullen Brewer,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
7401,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7876EFC6-95FF-1BFA-5AEC-54B2B78E8422,Dolan Dickson,Not Set,No,1,Product,New,P2,Not Set,Open
7402,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,FD2B09DC-C6F2-91AF-A2AC-547DA8CAA4BF,Uriel Tran,Not Set,No,1,Administration,Rejected,P2,Not Set,Closed
7403,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3E95E09D-2E98-6693-FDAA-5EEB0E9BD80D,Nissim Lester,Not Set,No,1,Product,New,P2,Not Set,Open
7404,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,58B7B16B-A99E-1623-A01B-9921DA75B8EB,Paki Salas,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
7405,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,495857D7-E460-605D-5A1B-E418751A3AC3,Moses Velez,Not Set,No,1,Product,Assigned,P2,Not Set,Open
7406,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,173386ED-953F-33BA-C647-D28A61CCE044,Brett Phelps,Not Set,No,1,Product,Rejected,P1,Not Set,Closed
7407,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,654D1371-7E57-02FD-7851-8A1AC8053E2E,Len Hess,Not Set,No,1,Product,Assigned,P3,Not Set,Open
7408,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D564BC85-EBEC-20BF-10CD-D4C8108D667E,Lucian Gill,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7409,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,CB8E9F80-7DCA-0B1B-0AFD-4AFCF1C034B4,Price Lambert,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
7410,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,256F8FE0-8C6D-1AEC-AB5E-F94B28F55EC0,Murphy Valenzuela,Not Set,No,1,Product,New,P2,Not Set,Open
7411,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7C82AD70-2921-3AA2-9D2A-D44A5BC94071,Nasim Moon,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7412,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DB4E9C4B-67FB-24B6-2496-E7A4D78CAD3F,Randall Chambers,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7413,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B3C13043-B1DA-E5DF-E607-6A6004246A0A,Branden Duncan,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
7414,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B45C7C06-E894-FD89-87FC-02A1C6C0233C,Hayes Lowery,Not Set,No,1,Product,Assigned,P2,Not Set,Open
7415,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,E1E4A59B-29E3-0A8B-6088-A492C7C0EE6B,Jason Hammond,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
7416,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C1D0B5F2-1CB0-A70F-A58B-6DE4B4609A52,Lester Copeland,Not Set,No,1,Product,Closed,P2,Not Set,Closed
7417,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A811E0FA-F774-57CB-FB2C-15371EEB6D5A,Alvin Zimmerman,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
7418,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,AE2E8F7E-8846-5BAD-7BF3-D8EE5647DD69,Gage Christensen,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7419,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F22EBC7E-FF43-2AFA-04DE-7797F39E287C,Coby Gordon,Not Set,No,1,Product,Assigned,P2,Not Set,Open
7420,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7E8F5CB2-5A1D-DA2C-BBA8-3DFE7958261D,Zeph Dickson,Not Set,No,1,Product,Closed,P1,Not Set,Closed
7421,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A1AD1C31-C9F0-ADD9-F344-27CC9C980E17,Macon Lane,Not Set,No,1,Product,Rejected,P1,Not Set,Closed
7422,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,FAE826A0-3C13-EC69-F0BD-765E107D8531,Alec Keith,Not Set,No,1,Product,Assigned,P2,Not Set,Open
7423,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,335F4300-88BF-573E-49FE-379BEEE07B01,Finn Wall,Not Set,No,1,Product,Assigned,P2,Not Set,Open
7424,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BE47F0E0-3D45-20B6-1620-3B458FB0083E,Dexter Everett,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
7425,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,4C3B68A5-7F87-8085-5CA0-0FD63993AE2F,Colt Sanchez,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
7426,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F75ED453-9EB0-DB58-EC21-CD66C80072FA,Lars Rollins,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
7427,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3AF2D0CB-1DE5-C699-64CB-081B14BA9DD5,Leroy Osborn,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
7428,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,24615269-E230-60CC-2047-39F32EEEE98E,Eaton Guerra,Not Set,No,1,Administration,Pending Input,P3,Not Set,Open
7429,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,296A3D0E-088C-8DC9-D36F-7757EC7BF2B9,Oren Brady,Not Set,No,1,Product,New,P2,Not Set,Open
7430,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0282BA2A-063F-44F0-C46D-BF3ACB4F88D4,Addison Bowers,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7431,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,FF855FF4-B8B7-B3DB-D96E-D222C39D40EA,Gage Salazar,Not Set,No,1,Product,New,P1,Not Set,Open
7432,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,662C0BB5-33DE-C0C3-06B6-78284430D40A,Elmo Weber,Not Set,No,1,Product,Assigned,P3,Not Set,Open
7433,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6075FE67-6A19-6FF9-9638-29DBA325332B,Byron Vincent,Not Set,No,1,Product,Assigned,P3,Not Set,Open
7434,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A8E77055-BC0D-5562-D540-EB7AB42D0A63,Xavier Prince,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
7435,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,905B31F3-E64A-BF2B-64C4-006EF6C774CF,Justin Riley,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
7436,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7CE20126-4E67-FEFC-2267-D7D787F46AA0,Austin Reed,Not Set,No,1,Product,Closed,P2,Not Set,Closed
7437,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0A6A7CDD-EEA0-3E8D-5079-F773DB978DF0,Fritz Castillo,Not Set,No,1,Product,Assigned,P2,Not Set,Open
