LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mr.,Cold Call,In Process,,,Aileen Valdez,N2 0PW,Ap #836-322 Nec Ave,15
Ms.,Existing Customer,New,,,Cullen Howard,I3A 5UH,1933 Nullam Ave,121
Mrs.,Cold Call,New,,,Kimberly Frost,QL4 2CX,Ap #341-3648 Cursus Road,495
Mr.,Cold Call,In Process,,,Burton Chapman,Y4J 1WT,"P.O. Box 783, 7272 Curabitur Rd.",375
Mrs.,Trade Show,New,,,Zelda Marshall,K2 9EM,9533 Lorem. St.,390
Mrs.,Cold Call,New,,,Noble Lyons,XO75 7LU,"356-2081 Sem, Av.",47
Mrs.,Email,Dead,,,Finn Barker,S6J 6SX,"5727 Elit, Street",484
Mrs.,Employee,Dead,,,Nigel Schultz,HL1L 9BO,869-4134 Lorem Ave,455
Mrs.,Cold Call,Dead,,,Doris Waters,NZ6 0ZK,9307 Massa Street,98
Mr.,Other,Dead,,,Samson Peters,H9 9WN,Ap #438-8750 Semper Rd.,433
Mrs.,Conference,New,,,Alfonso Odonnell,LJ4 9ZR,9300 Nec Rd.,323
Mrs.,Partner,Assigned,,,Cleo Sexton,S3 8XO,"P.O. Box 248, 3183 Mattis Rd.",375
Mrs.,Existing Customer,In Process,,,Ezra Ewing,J0 1KU,Ap #586-8998 Nunc. St.,15
Mrs.,Cold Call,In Process,,,Xena Hart,ZT44 4KP,"P.O. Box 542, 880 Quis St.",257
Mrs.,Self Generated,Dead,,,Amity Shannon,WS7H 0TR,1560 Vitae Rd.,335
Ms.,Word of mouth,New,,,Ria Frazier,L0W 6LY,5722 Ultricies Street,54
Mrs.,Other,Assigned,,,Jordan Simpson,AH88 4MX,413-3687 Feugiat. St.,354
Mr.,Web Site,Assigned,,,Peter Avery,P4 9UK,Ap #544-9410 Egestas St.,3
Mrs.,Partner,Recycled,,,Cade Norton,G9B 0FC,2910 Sit Street,155
Mr.,Employee,Converted,,,Tobias Sweet,M8L 2IP,"P.O. Box 299, 6408 Velit St.",319
Mrs.,Email,New,,,Sophia Miranda,TP27 0SF,310-8068 Duis St.,55
Mr.,Web Site,Dead,,,Gil Wiley,ZA76 5OV,"P.O. Box 256, 4009 Nec, Rd.",243
Mr.,Partner,In Process,,,Yael Forbes,FL2N 1QT,"7703 Nostra, St.",72
Ms.,Direct Mail,In Process,,,Alden Erickson,DM8 3VX,Ap #421-3563 Purus St.,239
Mr.,Campaign,Dead,,,Alexa Morris,ID0 2GD,"P.O. Box 706, 802 Lorem, St.",160
Ms.,Word of mouth,Converted,,,Jonas Simmons,ZF8O 9PZ,327-6312 Ac Av.,273
Mrs.,Email,Dead,,,Alan Lowe,U50 4WI,"664-9399 Nec, Av.",16
Mr.,Word of mouth,Assigned,,,Heather Chen,QN63 4CU,Ap #484-1688 Sit Rd.,123
Ms.,Trade Show,Recycled,,,Knox Bowen,FV6X 9PL,7196 Consequat St.,384
Mrs.,Direct Mail,Recycled,,,Duncan Schwartz,L2S 7FU,Ap #856-4028 Integer Av.,215
Mr.,Self Generated,In Process,,,Tatiana Cantu,SU9 4MC,"P.O. Box 924, 1282 Lorem, Street",256
Ms.,Conference,Dead,,,Craig Bradshaw,XN7N 1XU,"P.O. Box 161, 4946 Amet, Rd.",320
Ms.,Public Relations,New,,,Autumn Mcgowan,QZ82 1WO,Ap #809-5298 Arcu. Street,82
Mr.,Cold Call,Dead,,,Lisandra Rose,LW53 9VD,"5959 Enim, St.",234
Mr.,Public Relations,Dead,,,Marah Patton,UQ20 7DU,725-1804 Tincidunt Rd.,40
Mr.,Self Generated,Dead,,,Alec Pierce,TX54 1OA,"P.O. Box 806, 6917 Risus. St.",52
Mr.,Other,Assigned,,,Nero Mcconnell,N30 7GI,"P.O. Box 782, 9686 Molestie Street",329
Mrs.,Trade Show,New,,,Ronan Spence,GD76 6UP,Ap #711-7250 Et Av.,215
Mrs.,Cold Call,Converted,,,Beatrice Harrison,YT6M 6GH,"P.O. Box 721, 6672 At Avenue",394
Mrs.,Partner,Converted,,,Bethany Todd,G8 8NI,301-574 Nec Road,417
Mrs.,Public Relations,In Process,,,Ethan Pacheco,A6 2VB,Ap #533-9006 Metus. Av.,420
Mrs.,Existing Customer,Dead,,,Avye Robles,TD7Y 1GQ,888-4756 Laoreet Ave,228
Mrs.,Existing Customer,Converted,,,Moses Heath,O6 0EB,"P.O. Box 609, 367 Ligula. St.",166
Mrs.,Email,Assigned,,,Shad Hamilton,X9S 0AA,417-8340 Erat St.,439
Mrs.,Trade Show,New,,,Danielle Small,YP1 2XQ,191-8572 Semper Road,75
Mr.,Public Relations,New,,,Rigel Blankenship,YP2 7SG,Ap #764-4885 A Rd.,485
Mr.,Campaign,Dead,,,Aiko Wilkerson,J6 1QT,Ap #647-705 Ut Rd.,350
Mr.,Cold Call,New,,,Allistair Jackson,B25 0XO,Ap #711-7095 Sed Rd.,450
Mrs.,Web Site,Recycled,,,Nicholas Cline,ZC4S 0HE,Ap #180-3792 Lorem Rd.,101
Mr.,Trade Show,Assigned,,,Lars James,GE6O 1HT,"P.O. Box 500, 1567 Ultrices St.",36
Ms.,Employee,Dead,,,Damian Mccoy,T43 8ZC,"P.O. Box 694, 2546 Non Av.",246
Mrs.,Partner,Recycled,,,Fritz Blevins,Q2V 1OM,Ap #276-9716 Luctus Avenue,408
Mr.,Word of mouth,New,,,Cameran Mcpherson,DM5J 7MW,995-2946 Eu St.,209
Ms.,Web Site,Converted,,,Elliott Navarro,R48 1EG,Ap #340-7149 Mollis St.,90
Ms.,Public Relations,New,,,Veda Hart,PW38 2VF,Ap #541-2334 Enim. Road,369
Ms.,Employee,In Process,,,Jin Carroll,ZD3 2MP,Ap #906-6159 Vestibulum Avenue,235
Mr.,Employee,Dead,,,Linda Gonzales,H9 3MI,"P.O. Box 605, 7703 Eu, Ave",244
Mr.,Direct Mail,In Process,,,Nash Whitney,PJ3 8BS,"336-4798 Orci, Rd.",314
Mr.,Conference,Assigned,,,Xena Walsh,DX3F 7AT,Ap #805-8097 Mauris St.,320
Mr.,Employee,Assigned,,,Jolie Barker,WA89 5KC,"P.O. Box 562, 4096 Sapien. Rd.",513
Ms.,Other,Assigned,,,Knox Perkins,TA40 3MT,"6893 Facilisis, St.",368
Mr.,Direct Mail,Dead,,,Quemby Ferguson,M1 9MZ,"P.O. Box 430, 9679 Quisque Avenue",254
Mrs.,Word of mouth,Recycled,,,Lance Carrillo,C9B 2HZ,Ap #201-4988 Lorem Av.,301
Ms.,Self Generated,Dead,,,Charde Farley,MR9J 3MD,395-5902 Risus Street,87
Mrs.,Word of mouth,Dead,,,Flynn Cooley,I7J 1GU,2770 Sagittis St.,233
Mrs.,Web Site,Assigned,,,Hector Vang,KA10 8VS,573-3865 Est. St.,162
Mrs.,Web Site,Assigned,,,Ulric Moran,K7R 2ZH,507-7803 Aenean St.,401
Mrs.,Campaign,Converted,,,Damon Tyler,CF67 4BG,"P.O. Box 581, 6190 Mi. Ave",175
Ms.,Public Relations,Dead,,,Finn Juarez,ZI0V 1UT,"P.O. Box 686, 5496 Ante Rd.",250
Mr.,Email,In Process,,,Ursula Alexander,D4Y 6BP,550 Aliquam Rd.,308
Mr.,Word of mouth,Dead,,,Lucius Burks,W0I 2AP,8116 Enim. Avenue,123
Ms.,Existing Customer,Recycled,,,Bruce Hall,T1S 3JL,297-4054 Laoreet Rd.,407
Ms.,Email,Recycled,,,Grant Cortez,NU7 0YP,Ap #409-2326 Enim. St.,481
Mr.,Campaign,Recycled,,,Colton Kerr,XD8T 6EY,"P.O. Box 102, 128 Justo. Ave",412
Mr.,Existing Customer,New,,,Sopoline Arnold,W6I 3KQ,405-8227 Dui. Ave,429
Mr.,Partner,New,,,Steel Gates,F30 4YO,1778 In Avenue,495
Ms.,Cold Call,New,,,Kaden Cortez,HP52 1HC,599-8813 Aliquam Avenue,11
Ms.,Trade Show,In Process,,,Noelle Clark,IH6 8MY,780-9907 Interdum St.,403
Mr.,Web Site,Assigned,,,Lunea Walter,PE1 1XD,Ap #491-8014 Aliquet Street,186
Mr.,Campaign,Converted,,,Nathan Snider,H6S 4YB,Ap #462-1837 Justo St.,375
Ms.,Web Site,Recycled,,,Abbot Petty,QF92 8JY,Ap #171-1077 Phasellus St.,530
Ms.,Self Generated,Recycled,,,Tad Snyder,H9 8GS,Ap #306-3181 Ut St.,270
Mrs.,Partner,In Process,,,Rama Adkins,H28 5ZS,"2334 Elit, St.",188
Mr.,Cold Call,In Process,,,Francis Wong,UT4 0PF,4007 Luctus St.,233
Ms.,Trade Show,Recycled,,,Raymond Young,HK86 7WQ,Ap #173-4781 Feugiat Rd.,281
Mrs.,Campaign,Assigned,,,Patrick Zamora,A66 9HH,2131 Urna Street,148
Mr.,Trade Show,Converted,,,Holmes Cooley,XC0H 8RW,Ap #238-7325 Sed Road,315
Mrs.,Web Site,Recycled,,,Kirk Leach,RC9 6AT,"P.O. Box 533, 9474 Eu Ave",223
Ms.,Existing Customer,Dead,,,Judith Downs,RX4 7QJ,117-1703 Ante Street,86
Mrs.,Other,Converted,,,Alec Sykes,B2N 2UQ,"P.O. Box 490, 641 Dignissim Rd.",426
Mrs.,Direct Mail,Recycled,,,Cheryl Roberts,B6 4EY,260-7618 Ornare Rd.,98
Mr.,Web Site,Converted,,,Isabelle House,MC9 0WD,"P.O. Box 832, 917 Dolor St.",295
Ms.,Email,Assigned,,,Shana Sanford,UT2 5DR,"5497 Pede, Road",470
Ms.,Email,Dead,,,Grace Armstrong,EU6N 4GI,Ap #423-1749 Donec Street,291
Ms.,Direct Mail,Recycled,,,Chase Cleveland,O54 3LJ,209-6287 Tincidunt. Av.,501
Mrs.,Email,Converted,,,Patrick Humphrey,PC1 5UN,Ap #787-7500 Metus Rd.,375
Mr.,Trade Show,In Process,,,Kibo Rosario,NE9 5VC,"P.O. Box 856, 4384 Nulla St.",515
Mr.,Word of mouth,Converted,,,Caleb Herman,AH8M 6QU,"P.O. Box 359, 9803 Nunc St.",462
Mrs.,Cold Call,New,,,Wing Franks,MY5U 2IG,"Ap #104-4406 Vel, St.",132
Ms.,Campaign,New,,,Kirestin Hayden,P9 5DH,"P.O. Box 742, 2926 Nulla. St.",29
Mr.,Campaign,Dead,,,Price Gregory,V11 1SU,Ap #227-4998 Ac Rd.,311
Mrs.,Existing Customer,Assigned,,,Barry Adkins,VZ01 3AC,"440-9859 Sapien, Ave",463
Mrs.,Conference,Recycled,,,Quon Mathis,OJ6R 4OR,"P.O. Box 725, 5019 Pellentesque Avenue",271
Ms.,Conference,Dead,,,Reese Lowe,HN03 1SX,Ap #389-1908 Magna Road,359
Mr.,Self Generated,Recycled,,,Kirk Tran,HJ5C 6UK,"P.O. Box 506, 7223 Neque Rd.",415
Ms.,Employee,In Process,,,Charles Gilliam,MC9B 4UU,Ap #153-3497 Erat St.,114
Ms.,Trade Show,In Process,,,Jacob Day,ET1 9QN,"P.O. Box 788, 2898 Neque Road",6
Mr.,Employee,New,,,Naida Steele,T3M 4VN,"P.O. Box 618, 4877 Euismod Street",58
Mr.,Existing Customer,Dead,,,Chandler Snyder,AJ11 3NW,413-5346 Sociis Avenue,344
Mrs.,Direct Mail,Recycled,,,Wylie Anthony,LJ9 1ZL,"Ap #659-8683 Est, Street",137
Mr.,Trade Show,Assigned,,,Edan Mccall,I7 4JY,Ap #285-5585 Libero. St.,353
Mr.,Self Generated,New,,,Driscoll Rocha,U69 0DJ,3556 Pretium Ave,421
Mr.,Web Site,Recycled,,,Yvonne Flowers,CG6 7XS,Ap #267-4412 Natoque Rd.,63
Mr.,Partner,Assigned,,,Neil Burnett,Y3C 3DK,1768 Curabitur Av.,390
Mr.,Web Site,Converted,,,Devin West,WC89 4QC,"P.O. Box 839, 9719 Et Street",451
Mr.,Conference,In Process,,,Cadman Pennington,D8O 7VK,416-7459 Malesuada Rd.,469
Ms.,Existing Customer,In Process,,,Rina Burt,HU55 1JI,"P.O. Box 947, 894 Sagittis Avenue",401
Ms.,Other,Assigned,,,Meredith Mclean,R6 5PZ,Ap #363-7470 Aliquam St.,311
Mrs.,Conference,Recycled,,,Cecilia Chen,T1G 8YH,4028 Libero. Ave,22
Mrs.,Campaign,Assigned,,,Eric Guerrero,FU0S 1UZ,3498 Ornare Av.,30
Mrs.,Employee,Dead,,,Fuller Rowe,WB85 8ZK,"P.O. Box 190, 1926 Commodo Road",410
Mr.,Other,Dead,,,Matthew Wallace,R0 7XB,"P.O. Box 872, 1475 Dui. Av.",456
Ms.,Conference,Assigned,,,Alvin Roach,VV9I 8EX,Ap #607-5403 Molestie Road,308
Ms.,Employee,Dead,,,Olivia Colon,S6 9LJ,"P.O. Box 604, 7163 Integer Avenue",185
Mrs.,Campaign,Converted,,,Glenna Wilson,GQ6 3GZ,Ap #637-2307 Vivamus Av.,521
Mr.,Cold Call,Assigned,,,Rhiannon Porter,LP0O 0WX,Ap #476-3559 Lectus Rd.,172
Mrs.,Trade Show,Dead,,,Bert Albert,T4 7DR,Ap #941-3117 Vehicula Rd.,262
Ms.,Public Relations,New,,,Audra Marshall,C0 7RO,5194 Metus. Av.,52
Ms.,Employee,Dead,,,Madeson Herrera,OI6 5AF,"P.O. Box 393, 7776 Vitae Street",324
Ms.,Conference,New,,,Kendall Sweet,G15 5MI,Ap #674-6503 Penatibus Rd.,320
Mr.,Other,Dead,,,Dai Johnston,N2P 4HE,"321-1438 Consequat, Avenue",339
Mr.,Public Relations,Dead,,,Barry Rice,SP18 1WP,653-6731 Mauris Street,139
Mr.,Self Generated,Recycled,,,MacKensie Norris,GY88 4DB,"829-725 Dui, Av.",208
Mr.,Existing Customer,Converted,,,Vernon Wall,I97 0AF,"366-7380 Pede, Street",320
Mrs.,Partner,New,,,Lucian Payne,XD9 9JZ,1285 Id Avenue,366
Mr.,Cold Call,New,,,Lewis York,TO4 0XP,"311-1594 Est, Road",375
Ms.,Employee,Converted,,,Taylor Pugh,VF9 5FV,Ap #367-259 Quis St.,152
Mr.,Other,New,,,Sonia Wynn,H4S 3IJ,190-7951 Congue Street,72
Mrs.,Direct Mail,Recycled,,,Lesley Ewing,L5K 4UN,"P.O. Box 496, 8857 Et Rd.",431
Mr.,Web Site,Assigned,,,Elaine Collins,C29 1KD,"P.O. Box 121, 7910 Vitae Road",526
Ms.,Public Relations,Assigned,,,Paki Lee,A8A 6WK,"P.O. Box 656, 2928 Nulla Rd.",81
Mr.,Other,In Process,,,Heather Terrell,UR9I 4FM,9173 Dictum Ave,287
Mrs.,Public Relations,Dead,,,Zephr Paul,YA4 7RL,"P.O. Box 736, 8599 Feugiat. Avenue",186
Mrs.,Existing Customer,Assigned,,,Janna Rowland,XL1A 6UF,3420 Mus. Ave,302
Ms.,Partner,Assigned,,,Gavin Keller,G25 3CX,813-839 Sagittis Ave,243
Mrs.,Campaign,In Process,,,Odessa Wallace,LK52 8WS,641-4678 Tempor Road,281
Ms.,Campaign,Assigned,,,Lane Bray,A6 3YG,"P.O. Box 395, 9471 Tellus St.",152
Mrs.,Other,Assigned,,,Zeph Floyd,QQ3 9AA,Ap #373-7999 Nunc St.,320
Ms.,Direct Mail,In Process,,,Kiona Emerson,I9C 9VU,"249-5024 Enim, Rd.",185
Mrs.,Self Generated,New,,,Lydia Brooks,BG83 3RO,Ap #486-1787 Cras Rd.,158
Mr.,Self Generated,Recycled,,,Karly Paul,LO8G 5JK,5734 Massa. Avenue,512
Mr.,Web Site,Dead,,,Aimee Cooke,VF29 7YF,994-2369 Ac Avenue,90
Ms.,Campaign,Dead,,,Scarlet Chambers,TH6 9RZ,853-7497 Ligula Av.,352
Mr.,Partner,New,,,Jameson Steele,Q2X 6IS,"P.O. Box 693, 668 Diam. Avenue",9
Mr.,Conference,New,,,Sylvia Gomez,A3 6CQ,Ap #397-9093 Dis Rd.,362
Mr.,Public Relations,In Process,,,Tamekah Booker,Y97 0US,490-629 Placerat. Avenue,527
Ms.,Email,Assigned,,,Byron Rogers,VL5L 8FC,336-8699 Massa Street,392
Mrs.,Trade Show,Converted,,,Anthony Howard,L92 2CG,"Ap #116-4210 Vulputate, St.",55
Mr.,Employee,Dead,,,Mufutau Harrington,Z09 5CU,4834 Nunc Avenue,284
Mrs.,Partner,Recycled,,,Cara Decker,F2Z 8UZ,"Ap #390-2399 Tellus, Av.",333
Mr.,Existing Customer,Assigned,,,Chadwick Kirkland,YZ0Q 3WI,841-9928 Magna. Road,61
Ms.,Existing Customer,Dead,,,Chiquita Lynn,NX03 6IY,Ap #121-1439 Cras Rd.,161
Ms.,Web Site,Recycled,,,Clayton Fleming,R5 0YN,Ap #301-824 Sit Street,147
Mr.,Campaign,Dead,,,Erasmus Benson,DH9C 2KR,682-9602 Molestie Avenue,338
Mrs.,Web Site,In Process,,,Stephanie Lewis,F5 7BQ,1396 Vel St.,28
Mr.,Word of mouth,Assigned,,,Wylie Buckner,E3 4NZ,Ap #967-1743 Elementum Rd.,165
Ms.,Web Site,Converted,,,Savannah Kirby,C0B 6PG,"P.O. Box 637, 8564 Dui, St.",302
Mr.,Conference,Recycled,,,Jaime Bradley,Q35 8EH,"P.O. Box 310, 6390 Et Ave",360
Ms.,Cold Call,In Process,,,Zenaida Nash,E9Q 4SN,"P.O. Box 136, 7319 Vitae Av.",243
Ms.,Direct Mail,Converted,,,Jemima Key,Z34 5FQ,"P.O. Box 149, 9670 Nisi. St.",379
Mrs.,Email,Recycled,,,Reece Keller,M37 1VZ,"P.O. Box 889, 7756 Est Street",135
Mr.,Trade Show,Assigned,,,Blossom Guerra,EO7 5EJ,864-6018 Dolor. Rd.,238
Mrs.,Partner,Dead,,,Hammett Berry,M4 2YJ,973-233 Ligula Av.,277
Ms.,Employee,Assigned,,,Rina Rodriguez,RT5 9YR,994-6041 Nulla. Ave,213
Mrs.,Word of mouth,New,,,Camilla Hubbard,IR6 3FW,3860 Non St.,246
Mr.,Employee,In Process,,,Harrison Mcmahon,T9 5GG,Ap #628-4454 Ipsum St.,116
Ms.,Existing Customer,Converted,,,Lana Vasquez,GK3S 9CG,964-1607 Enim. Avenue,293
Mrs.,Direct Mail,Assigned,,,Drew Blanchard,T6 1SA,"Ap #391-6987 Consequat, Ave",356
Mr.,Existing Customer,New,,,Maya Gilbert,D3U 8TL,4277 Nulla St.,496
Mr.,Web Site,Converted,,,Wyoming Bolton,EN4Q 4OC,386 Metus. Avenue,279
Mrs.,Word of mouth,In Process,,,Ira Petty,JW5 4KU,"P.O. Box 773, 8186 Ipsum Rd.",410
Mrs.,Partner,Converted,,,Erasmus Meyers,EN9 5LI,"P.O. Box 684, 7374 Nibh Ave",75
Mrs.,Conference,Recycled,,,Bertha Acevedo,N4 4VD,"P.O. Box 821, 6549 Cras St.",152
Mrs.,Self Generated,Assigned,,,Jared Williamson,XY0 7JH,9246 Fusce Rd.,202
Mr.,Other,Recycled,,,David Powers,KA6 2XN,148-9280 Ipsum Road,307
Mr.,Existing Customer,Converted,,,Nayda Lester,T5 3MG,"P.O. Box 735, 3933 Non St.",479
Ms.,Existing Customer,Assigned,,,Xenos Allison,F5Z 7EW,"P.O. Box 827, 1347 Duis Rd.",385
Mr.,Word of mouth,Converted,,,Oren Cannon,EP3E 2EN,"P.O. Box 497, 666 Sit Street",107
Mr.,Direct Mail,Converted,,,Simone Mcmillan,FD77 2NS,268-7336 Metus Ave,259
Ms.,Public Relations,Converted,,,Nerea West,LR7C 5ZB,"6208 Imperdiet, Rd.",145
Mrs.,Existing Customer,Dead,,,Jelani Mooney,C5K 7UF,Ap #813-5922 Ac St.,42
Mrs.,Partner,Assigned,,,Eric Stewart,XO0G 6TP,799-3339 Dolor Av.,525
Mr.,Employee,Converted,,,Jocelyn Noel,U13 8LO,633-6531 Feugiat. Ave,464
Ms.,Web Site,Recycled,,,Desirae Sherman,N60 4RW,"P.O. Box 336, 2571 Tempus, St.",105
Ms.,Conference,Assigned,,,Wesley Wynn,BO7O 9IQ,"P.O. Box 524, 9450 Orci Road",308
Ms.,Web Site,Assigned,,,Gregory Mcdaniel,W22 6NO,3767 Nibh Ave,315
Ms.,Word of mouth,New,,,Sopoline Lloyd,DL51 0BQ,"Ap #493-3469 Aliquam, Av.",390
Ms.,Employee,New,,,Jaden Wilson,L3 9EE,7492 Amet St.,1
Mrs.,Public Relations,Converted,,,Lavinia Patel,A2K 4AD,"P.O. Box 651, 1036 Placerat, Rd.",15
Mrs.,Campaign,Assigned,,,Griffith Mcfadden,KB22 4UH,1821 Erat St.,72
Ms.,Web Site,Recycled,,,Vanna Mcdowell,A07 3YN,Ap #269-3640 Dignissim St.,226
Mr.,Public Relations,Recycled,,,Kennedy Bray,TM95 6BE,"P.O. Box 745, 6244 Non, St.",450
Mr.,Public Relations,New,,,Thor Miles,T0 2BT,Ap #622-5814 Nunc Rd.,341
Mrs.,Direct Mail,Converted,,,Rashad Melton,UB3Z 2KA,5602 Euismod Avenue,86
Mr.,Self Generated,New,,,Savannah Anderson,F9 8XA,"P.O. Box 277, 6902 Est, Av.",460
Ms.,Existing Customer,Converted,,,Guy Delaney,W05 0LR,"P.O. Box 343, 9846 Mauris Rd.",450
Mrs.,Public Relations,Converted,,,Nicole Good,K5D 5BR,"P.O. Box 257, 7742 Mollis. Street",273
Mrs.,Cold Call,Converted,,,Walker Pena,S0N 7FN,"P.O. Box 814, 1839 Velit Rd.",196
Mr.,Direct Mail,Assigned,,,Benedict Hancock,F3 0KW,6588 Hendrerit. Street,107
Mr.,Trade Show,New,,,Yeo Mooney,F46 9KQ,771-7198 Dui St.,26
Ms.,Web Site,Converted,,,Xander Williamson,GP7 2WH,"P.O. Box 488, 524 Diam Rd.",147
Mrs.,Other,Recycled,,,Uma Morse,FR6Z 2PJ,750-5424 A Road,489
Mrs.,Existing Customer,Converted,,,Ferdinand Key,NH9D 9WS,"P.O. Box 898, 8917 Consequat Av.",249
Mrs.,Public Relations,Converted,,,Vivien Bennett,V1D 3WF,"P.O. Box 148, 4774 Consectetuer, Road",425
Ms.,Existing Customer,In Process,,,Tyler Hudson,NO0 8CE,9093 Ligula Rd.,150
Mr.,Campaign,Dead,,,Felicia Silva,B4E 4XY,8645 Consectetuer Road,173
Mrs.,Employee,In Process,,,Cally Atkinson,S28 2UC,4943 Turpis. Street,333
Mrs.,Employee,New,,,Uriah Carpenter,SM85 6RQ,"P.O. Box 322, 1740 Metus. Rd.",263
Mrs.,Employee,Assigned,,,Anjolie Cardenas,A5 8AN,"Ap #798-5450 Vitae, Street",96
Mr.,Other,Recycled,,,Julian Duffy,W6G 4VH,8731 A Ave,478
Mrs.,Email,Assigned,,,Cassady Rowe,B7O 4BK,561-3689 Nec Road,90
Mrs.,Web Site,In Process,,,Inga Burnett,X9D 7LI,Ap #231-8621 Lorem Road,350
Ms.,Existing Customer,New,,,Liberty Baker,N6 1YG,6270 Et Avenue,424
Mr.,Existing Customer,New,,,Isaac Hale,I91 0LF,Ap #999-5798 Enim St.,229
Ms.,Direct Mail,In Process,,,Ann Buck,SP7K 7SV,8473 Feugiat. Avenue,370
Mr.,Email,New,,,Tad Ware,FA0G 2DX,"Ap #509-6672 Mauris, Street",238
Mr.,Partner,Recycled,,,Abra Perry,AQ9 6ZF,502-8680 Varius. Ave,509
Ms.,Email,Assigned,,,Dexter Barr,JK92 3LQ,Ap #130-5947 Phasellus Avenue,185
Ms.,Existing Customer,Converted,,,Jessica Sharpe,B4 5LL,784-9872 Et St.,329
Mrs.,Partner,New,,,Yoshio Vinson,MB25 3GZ,334-5735 Ac Rd.,92
Mrs.,Existing Customer,In Process,,,Demetria Pugh,G2 1RU,"P.O. Box 662, 3967 Turpis Avenue",503
Mrs.,Email,New,,,Medge Finch,H5 6XX,Ap #366-4578 Mattis St.,206
Mrs.,Web Site,Dead,,,Leila Hurst,YT9 7PV,5982 Pharetra. Road,123
Mr.,Conference,Converted,,,Charity Mckee,CT62 0LT,7094 Nunc Avenue,296
Ms.,Public Relations,Recycled,,,Quynn Pitts,QT91 5CK,Ap #831-1709 Nullam Ave,461
Ms.,Campaign,Recycled,,,Martena Maldonado,TF5 3OX,122-3292 Nunc Avenue,63
Ms.,Direct Mail,New,,,Karleigh Schwartz,A2 4AP,"3352 Ut, Av.",426
Mrs.,Web Site,Assigned,,,Elvis Acosta,Q53 0HO,"741-4719 Ornare, Av.",73
Ms.,Self Generated,Converted,,,Cadman Albert,M3X 3PB,277-2235 Luctus St.,469
Mrs.,Partner,Dead,,,Isabella Roth,IE9N 1PG,4378 Suscipit Av.,137
Ms.,Self Generated,New,,,Thaddeus Morse,X4 2PR,845-8900 Habitant Av.,203
Mrs.,Word of mouth,Recycled,,,Gabriel Sampson,G3 4OO,Ap #800-4871 Donec Street,67
Ms.,Trade Show,New,,,Quentin Carroll,N0 0GR,"P.O. Box 191, 9358 Ornare St.",176
Mrs.,Direct Mail,Converted,,,Joelle Zamora,M2 5YW,"P.O. Box 493, 4834 Ligula Av.",51
Mr.,Conference,Recycled,,,Chiquita Santiago,MG62 1SW,487-2450 Felis. Road,53
Mrs.,Existing Customer,Dead,,,Zane Hardy,R2L 3GX,238-4259 Eu St.,297
Ms.,Self Generated,Converted,,,Hector Woodward,F6 5CI,"975-5574 Lacus, Street",430
Mr.,Word of mouth,Assigned,,,Shea Pacheco,IL45 1FU,"2988 Montes, Avenue",105
Ms.,Trade Show,New,,,Austin Berger,CO8 1QA,913 Neque Rd.,263
Mrs.,Employee,In Process,,,Cora Clayton,HL35 2CG,137-5247 Venenatis St.,48
Ms.,Employee,In Process,,,Denise Suarez,KL2 7AB,Ap #481-6631 Aliquam Ave,178
Mr.,Word of mouth,Dead,,,Russell Spears,X56 5HG,Ap #748-7863 Dolor. Rd.,103
Ms.,Cold Call,Assigned,,,Jameson Hull,NL2 0UN,"Ap #149-9007 Elementum, Road",293
Mr.,Email,Assigned,,,Idola Nieves,N16 3HX,665 Varius Rd.,239
Ms.,Cold Call,Dead,,,Jada Soto,OL3 4JI,7751 Vitae Rd.,411
Mrs.,Partner,New,,,Stone Wooten,BH8S 9HL,Ap #621-3303 Neque. Avenue,113
Mrs.,Other,In Process,,,Alice Bush,H79 8CB,8683 Enim. Av.,501
Mrs.,Cold Call,New,,,Gareth Gilbert,V4W 4YC,Ap #389-5136 Eget Road,290
Ms.,Web Site,Recycled,,,Lee Santana,EY91 4OI,"P.O. Box 901, 7839 Phasellus Ave",8
Mrs.,Existing Customer,Converted,,,Brent Trevino,R4I 7EG,"P.O. Box 976, 2097 Nec, Av.",388
Mr.,Conference,Dead,,,Noble Hansen,K56 0NO,Ap #921-3222 Aliquam St.,75
Mr.,Existing Customer,Assigned,,,Anastasia Hendricks,YR9A 7KL,8044 Euismod Street,184
Mrs.,Conference,Assigned,,,Sonia Herring,G01 9VV,"3731 Mauris, Ave",383
Mr.,Campaign,Converted,,,Asher Bray,MW8 2IR,"P.O. Box 510, 8385 A St.",504
Ms.,Public Relations,Converted,,,Hakeem Shelton,V0 6SL,"P.O. Box 162, 112 Magna Rd.",305
Mrs.,Direct Mail,Assigned,,,Jemima Davis,CN7B 4FD,"P.O. Box 314, 5096 Augue St.",117
Mr.,Trade Show,New,,,Sandra Malone,A6C 2JR,Ap #302-8027 Posuere Av.,205
Ms.,Conference,In Process,,,Ocean Dunn,A9 4CU,5654 Blandit Road,74
Mrs.,Direct Mail,Dead,,,Cairo Hoover,S0T 4PU,"P.O. Box 168, 6856 Sed Street",116
Ms.,Partner,New,,,Hasad Mullins,G7 3CM,"941-1327 Elementum, Rd.",253
