LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mr.,Public Relations,Converted,,,Geoffrey Briggs,HY2 6PL,Ap #699-4703 Magna Rd.,225
Mr.,Campaign,Converted,,,Miriam Perry,B0 2RR,258-8906 Adipiscing. Av.,143
Ms.,Public Relations,Recycled,,,Vanna Cruz,MB5B 6VY,Ap #408-4220 Lorem Street,384
Mrs.,Campaign,Recycled,,,Deborah Dejesus,TH7 4HM,Ap #159-6230 Sem Street,439
Mrs.,Conference,Converted,,,Amena Foster,P4Y 6YS,2398 Penatibus Ave,242
Mr.,Email,Converted,,,Timothy Slater,O8Z 2AE,Ap #845-8006 Lorem St.,67
Ms.,Web Site,Converted,,,Connor Bass,R33 1VU,"P.O. Box 747, 8301 Ut Rd.",415
Mrs.,Word of mouth,Assigned,,,Dylan Hodges,TJ17 3TX,Ap #308-6126 Massa Avenue,185
Mrs.,Web Site,Converted,,,Vanna Blake,T6 3PB,9330 Dui Avenue,362
Ms.,Direct Mail,Converted,,,Jin Klein,H7M 5ZI,652-8101 At Av.,476
Ms.,Employee,Converted,,,Avram Cortez,KX3 8FZ,521-1559 Integer Av.,374
Ms.,Web Site,Converted,,,Martin Barlow,E9J 8YM,Ap #955-3207 Fames Road,506
Mr.,Public Relations,Assigned,,,Delilah Graham,M56 8TP,626-6452 Lectus Av.,367
Ms.,Campaign,Converted,,,Isabelle Gordon,IW1U 2IM,"P.O. Box 339, 7487 Ut Ave",243
Mrs.,Trade Show,In Process,,,Jacob Franco,U6 2GR,Ap #614-3377 Mauris Av.,69
Mrs.,Partner,In Process,,,Reed England,F23 6PM,762-7554 Sollicitudin Av.,348
Mr.,Public Relations,In Process,,,Erasmus Howell,C4W 6DI,5405 Tristique Rd.,507
Ms.,Word of mouth,New,,,Kelly Maynard,V97 2ED,"P.O. Box 234, 1896 Egestas, St.",137
Ms.,Word of mouth,In Process,,,Lee Kirby,NT10 1ZM,"878-2265 Eget, Street",345
Mrs.,Existing Customer,Recycled,,,Tatiana Cain,NM84 8FC,Ap #865-3609 Aliquam Rd.,247
Mrs.,Direct Mail,Converted,,,Piper Howell,S2 8UQ,322-8267 Ut St.,356
Mrs.,Direct Mail,Converted,,,Chava Whitney,MI4I 8KN,"P.O. Box 796, 1943 Nunc Ave",351
Ms.,Word of mouth,Dead,,,Tucker William,FC5O 9XW,"P.O. Box 830, 7342 Feugiat Rd.",158
Ms.,Web Site,Converted,,,Carly Faulkner,JB23 1OB,623 Tellus Rd.,454
Ms.,Conference,Converted,,,Travis Foster,P4 5WN,"2379 A, Ave",285
Mrs.,Existing Customer,New,,,Phillip Mckinney,H8 2NC,Ap #831-1705 Sed St.,371
Mrs.,Trade Show,Converted,,,Joseph Ratliff,P0 6MT,"P.O. Box 751, 5810 Mollis Street",352
Mrs.,Word of mouth,Converted,,,Idona Wooten,T1 0WB,Ap #938-5879 Dolor Ave,306
Mr.,Existing Customer,Assigned,,,Jessica Austin,P7M 9SE,"P.O. Box 872, 4578 Faucibus St.",385
Ms.,Web Site,Recycled,,,Edward Soto,H6 7SE,Ap #624-4702 Per St.,468
Mrs.,Trade Show,New,,,Chiquita Hayden,V0 4VF,"P.O. Box 413, 4548 Libero St.",171
Mrs.,Existing Customer,Converted,,,Ulysses Bauer,R3I 1TS,5281 Lobortis Street,319
Mr.,Word of mouth,Converted,,,Oren Walker,KQ1 0NO,"Ap #304-5787 Nec, St.",155
Ms.,Direct Mail,Converted,,,Yardley Fox,P5 3FT,4483 Ac Rd.,145
Mrs.,Conference,Dead,,,Renee Nielsen,Y0S 1ON,430-9404 Aliquam Rd.,489
Mrs.,Word of mouth,Converted,,,Reece Cooley,KS6P 8SB,"610-9596 Montes, Avenue",182
Mrs.,Word of mouth,Assigned,,,Phillip Cameron,XQ9W 6GB,8481 Pellentesque Street,197
Mrs.,Web Site,Dead,,,Gay Mercer,EC2 3BI,Ap #934-5464 Cras Street,497
Mrs.,Partner,In Process,,,Jerry Berry,UL43 5VF,"P.O. Box 132, 4951 Consequat Street",309
Mr.,Campaign,In Process,,,Dustin Rice,WF4 1JF,Ap #148-8608 Facilisis Av.,443
Mrs.,Word of mouth,Converted,,,Iris Gomez,DG2 6YC,8595 Feugiat. Road,203
Mrs.,Trade Show,Recycled,,,Xander Bender,K0 1OY,"P.O. Box 295, 1404 Sed Av.",58
Mr.,Employee,Dead,,,Latifah Boone,F06 4BZ,2633 Vivamus Road,93
Ms.,Direct Mail,New,,,Martha Mcclain,R7 7MS,Ap #170-757 Luctus Rd.,233
Mrs.,Employee,Assigned,,,Herman Hines,S1S 5BX,"P.O. Box 534, 8986 Sed St.",424
Mrs.,Cold Call,Recycled,,,Paki Davenport,EF4 1GO,757-5330 In Avenue,135
Mrs.,Direct Mail,Converted,,,Emery Beasley,N90 2UZ,9515 Dignissim Rd.,119
Mrs.,Direct Mail,Converted,,,Clarke Zimmerman,Z0K 7ZR,"P.O. Box 849, 1478 Dolor Avenue",451
Ms.,Web Site,Assigned,,,Rajah Norman,V3 9XZ,"5637 Quam, Ave",375
Ms.,Campaign,New,,,Jakeem Park,IX36 5SA,8897 Eleifend Ave,150
Ms.,Direct Mail,Converted,,,Noel Huber,A27 5EL,640-6007 Feugiat Street,146
Mrs.,Public Relations,Dead,,,Trevor Rodgers,A8F 0YN,9317 Nulla Road,143
Mr.,Partner,Recycled,,,Norman Chang,B6 0HV,Ap #697-5691 Ut St.,370
Mrs.,Public Relations,Converted,,,Cyrus Hernandez,PY4Q 8VJ,Ap #864-5130 Arcu. Rd.,13
Ms.,Trade Show,Converted,,,Jaden Woods,C4D 1CR,7397 Posuere Street,361
Mr.,Conference,Dead,,,Timothy Moran,Z2 8IN,"6531 Eu, Road",366
Mr.,Email,New,,,Drew Richmond,P8K 5VQ,Ap #269-8700 Tempor St.,266
Ms.,Existing Customer,Dead,,,Christian Patterson,H62 5NK,Ap #682-2374 Metus. Rd.,384
Mrs.,Employee,Assigned,,,Fatima Vasquez,YN15 5TW,"7208 Ultrices, Av.",364
Mr.,Word of mouth,Converted,,,Sybill Merrill,G4 0FX,Ap #528-2994 Primis Road,434
Mrs.,Word of mouth,Converted,,,Wayne Bentley,Q6 6RU,"P.O. Box 239, 3644 Adipiscing Rd.",152
Mrs.,Public Relations,Converted,,,Gannon Riggs,V1 3RV,8291 Nulla St.,405
Mr.,Partner,Converted,,,Naomi Vasquez,M22 7TC,"P.O. Box 971, 5112 Fringilla St.",411
Mrs.,Trade Show,Dead,,,Gloria Banks,YV0 2XA,Ap #265-9880 Ligula Road,474
Ms.,Campaign,New,,,Beck Chapman,M97 0JR,"6292 At, Rd.",390
Ms.,Employee,Converted,,,Maile Carver,ED73 9VR,"P.O. Box 196, 8563 Magna. Avenue",219
Mr.,Cold Call,Converted,,,Nash Burns,NJ9R 9UN,110-1784 Etiam Street,294
Mr.,Self Generated,New,,,Duncan Decker,ZA0G 9AM,288-1893 Scelerisque Rd.,279
Mr.,Direct Mail,Dead,,,Cameron Yates,C1 1LV,834-7536 Ac Rd.,211
Ms.,Trade Show,Converted,,,Eagan Greer,Y43 4MF,1944 Erat Avenue,370
Ms.,Public Relations,Converted,,,Dara Vasquez,OV18 4LE,"714-9266 At, Street",142
Mrs.,Public Relations,Dead,,,Jolie Barnett,VE5 8OO,"P.O. Box 871, 8767 Quam Rd.",228
Mrs.,Existing Customer,Converted,,,Adrian Bonner,AM2 0BW,"Ap #542-1891 Nec, Avenue",454
Mr.,Conference,Converted,,,Chava Flores,Q2L 5KY,"P.O. Box 242, 9499 Pretium Rd.",384
Mr.,Email,In Process,,,Finn Cohen,A4C 0QE,Ap #275-3175 Nam St.,320
Mr.,Web Site,New,,,Palmer Mills,X86 2MZ,"P.O. Box 632, 1083 Auctor St.",308
Ms.,Campaign,In Process,,,Kennedy Randolph,X9Y 1PG,6109 Id Road,205
Ms.,Public Relations,In Process,,,Anjolie Beard,ME4H 9JQ,Ap #660-4890 Est St.,311
Ms.,Existing Customer,Converted,,,Odette Nguyen,A7N 4PV,2397 Et Street,206
Mr.,Word of mouth,Dead,,,Randall Vasquez,BF42 4ZS,"P.O. Box 291, 7028 In Rd.",340
Mrs.,Partner,Converted,,,Frances Fuller,Z4 4HW,2646 Ac Rd.,490
Ms.,Conference,New,,,Eric Francis,L0 2HK,8375 Dolor Avenue,396
Mrs.,Email,New,,,Leslie Barber,ZF56 1ME,Ap #327-5613 Amet Rd.,406
Ms.,Campaign,Converted,,,Ciaran Aguilar,T5O 2LM,945-5044 Mauris St.,505
Ms.,Partner,New,,,Jena Pace,CU1W 0VH,7399 Augue. St.,237
Mrs.,Self Generated,Dead,,,Chancellor Owens,JE2M 7HV,1776 A Street,507
Ms.,Other,In Process,,,Rina Harris,P37 0ZW,"P.O. Box 498, 1216 Enim Rd.",64
Ms.,Email,In Process,,,Quincy Powers,EU09 1XG,1092 Nunc Ave,341
Mr.,Cold Call,Assigned,,,Shay Obrien,Z68 1BC,9736 Magna St.,69
Mrs.,Other,Assigned,,,Clinton Spears,KX2D 2VY,"Ap #223-3327 Placerat, Street",248
Mrs.,Campaign,Assigned,,,Armand Ellison,U7N 0ME,Ap #774-9162 Mauris Street,174
Ms.,Web Site,New,,,Wylie Brewer,RW47 5SF,"P.O. Box 252, 7212 At, St.",454
Mr.,Email,In Process,,,Mason Crosby,GY02 4GG,Ap #502-5026 Urna Avenue,121
Ms.,Public Relations,New,,,Magee Petersen,H5U 0HN,800-796 Non St.,405
Ms.,Word of mouth,In Process,,,Omar Cain,K2Q 5QT,4169 Quisque Rd.,92
Ms.,Email,Assigned,,,Nolan Diaz,GS6F 4RU,5581 Interdum. St.,383
Mr.,Word of mouth,Assigned,,,Tallulah Landry,R7 4KI,Ap #433-8982 Parturient Rd.,39
Mrs.,Public Relations,Converted,,,Virginia Bond,QU12 6PT,"P.O. Box 165, 5904 Cras Street",432
Ms.,Cold Call,Converted,,,Yuli Reeves,O1M 2GH,"P.O. Box 404, 3752 Amet St.",59
Mr.,Direct Mail,New,,,Brooke Collier,H4 7WD,348-1534 Tincidunt. St.,477
Ms.,Web Site,Dead,,,Dalton Petersen,TJ2E 1DL,8576 Odio. St.,431
Mr.,Partner,In Process,,,Noah Beach,EL8I 8UU,"P.O. Box 839, 2887 Fringilla Rd.",100
Mr.,Conference,New,,,Blossom Paul,KJ2X 3VS,Ap #100-4869 Aliquam Av.,238
Ms.,Public Relations,Converted,,,Chiquita Chapman,WW0 5AO,Ap #666-6837 Velit Street,474
Ms.,Self Generated,New,,,Yardley Estrada,XN5 4WT,7868 Facilisis Ave,354
Ms.,Direct Mail,Dead,,,Shaine Hull,UQ0T 3FR,"P.O. Box 564, 5956 Donec Street",272
Mr.,Public Relations,Recycled,,,Simone Barron,FI8Z 7TY,5066 Vehicula St.,376
Mrs.,Public Relations,Assigned,,,Noel Floyd,E0 7TP,"P.O. Box 715, 1261 Ridiculus Ave",396
Ms.,Direct Mail,Assigned,,,Joshua Ingram,RD82 8WI,"P.O. Box 726, 9851 Erat Road",25
Mr.,Cold Call,In Process,,,Myles Holland,UV4 1FE,"P.O. Box 847, 3418 Turpis Rd.",463
Mrs.,Word of mouth,Recycled,,,Kathleen Becker,UC79 0BU,"P.O. Box 491, 2931 Sed Ave",160
Ms.,Word of mouth,Dead,,,Connor Wilkins,J1 2ER,"P.O. Box 343, 3754 Amet Street",139
Mrs.,Direct Mail,Assigned,,,Tyler Strong,Q66 4OF,"P.O. Box 485, 9660 Blandit St.",473
Ms.,Trade Show,In Process,,,Kathleen Hendrix,J4L 3YB,"P.O. Box 555, 7396 Risus Av.",39
Mr.,Public Relations,Converted,,,Giselle Meyer,D9 9BO,Ap #277-873 Volutpat Street,277
Mr.,Public Relations,Converted,,,Darryl Cooke,O07 1PY,Ap #539-3983 Risus. Road,148
Mrs.,Web Site,New,,,Iona Hopkins,HF0 9OA,"P.O. Box 605, 3145 Blandit Avenue",108
Mr.,Word of mouth,Assigned,,,Illiana Rose,QX0D 6UG,"Ap #625-4933 Facilisis, St.",57
Mr.,Campaign,Converted,,,Sebastian Clark,H86 3QJ,4323 Urna. Road,228
Mrs.,Word of mouth,Converted,,,Calista Cox,G33 9LX,984-6953 In Street,29
Mrs.,Trade Show,Converted,,,Iliana Kent,PX5T 3MS,Ap #392-8093 Magnis Street,473
Ms.,Direct Mail,Converted,,,Lila Waller,X1P 4YS,4376 Id Road,33
Mrs.,Web Site,In Process,,,Amaya Wynn,Z8 2RK,Ap #468-8817 Dictum. Street,209
Mr.,Campaign,Recycled,,,Rhea Bird,Z9 0CF,"P.O. Box 381, 7117 Parturient Av.",175
Mrs.,Direct Mail,Converted,,,Eaton Monroe,WT2H 4SK,131-6693 Ante St.,147
Mrs.,Direct Mail,New,,,Hyatt Sims,T4P 7II,1757 Libero Road,181
Mr.,Partner,Converted,,,Kylee Perkins,DS33 5MF,508-9715 Sollicitudin Street,488
Ms.,Partner,Converted,,,Mercedes Hardy,PW0Q 5UV,568-9214 Condimentum. St.,520
Mrs.,Cold Call,Assigned,,,Cody Holland,OR42 2OX,278-7154 Malesuada Road,21
Ms.,Cold Call,In Process,,,Paki Brennan,VY0 7PS,162 Ligula St.,257
Mr.,Campaign,In Process,,,Kiona Mccall,N9 3CE,"Ap #715-4115 A, Road",51
Ms.,Cold Call,Recycled,,,Kane Blair,BS80 8UZ,Ap #495-2774 Vitae St.,134
Ms.,Direct Mail,New,,,Wallace Mcdonald,RE3H 8XN,"888-9705 Elit, Rd.",313
Ms.,Word of mouth,Dead,,,Plato Paul,LC72 8ZI,"489-5396 Adipiscing, St.",1
Mr.,Word of mouth,New,,,Harper Wolfe,M46 3WU,2079 Suscipit Road,515
Mr.,Conference,Dead,,,Montana Padilla,HC3 3TY,437-9037 Neque. Ave,111
Mrs.,Cold Call,New,,,Coby Rosario,UG7O 0FJ,185-6555 Molestie. Road,23
Mrs.,Public Relations,Converted,,,Xantha Adkins,PV69 9MV,Ap #260-2921 Magna. Av.,142
Mr.,Web Site,Converted,,,Armand Valencia,VA98 5VK,"P.O. Box 943, 3500 Lobortis. Road",342
Ms.,Cold Call,New,,,Hanna Gilliam,YV3G 4AF,7849 Libero Avenue,48
Mrs.,Word of mouth,Dead,,,Megan Wagner,J88 5NU,"P.O. Box 379, 8011 Ante Rd.",435
Ms.,Trade Show,Converted,,,Ariana Meyers,O2E 3PP,"9045 Magna, St.",230
Mrs.,Trade Show,Dead,,,MacKenzie Dixon,WJ65 8EE,Ap #877-3892 Nascetur Rd.,249
Mrs.,Trade Show,Converted,,,Simone Huff,AW1 8VU,817-7599 Vel Road,286
Mr.,Email,New,,,Anne Rodriquez,LK8 0PD,6706 Amet Rd.,204
Ms.,Trade Show,In Process,,,Zeph Lindsey,RW9T 8RX,Ap #374-6345 Nonummy Road,453
Mr.,Word of mouth,Converted,,,Felix Deleon,U74 8NX,Ap #549-4338 Ante Rd.,142
Mrs.,Web Site,Converted,,,Rachel Buckley,JK1 2IE,8293 Nullam Road,10
Mr.,Trade Show,In Process,,,Ivory Bass,U5J 7DP,"P.O. Box 654, 683 Iaculis Rd.",262
Mrs.,Trade Show,Converted,,,Meredith Mckenzie,SB0L 2EZ,643-4244 Mauris Av.,321
Mr.,Web Site,New,,,Constance Mcdaniel,YF5 0FZ,143-5815 Malesuada. Street,340
Mrs.,Partner,In Process,,,Wynne Richardson,AG74 1MW,584-7523 Nascetur St.,44
Mrs.,Campaign,New,,,Baker Adkins,Q76 9QA,"P.O. Box 907, 4157 Fusce Road",114
Mrs.,Word of mouth,Converted,,,Ronan Everett,J3 8AX,"P.O. Box 977, 6433 Dolor. Av.",112
Mr.,Public Relations,Assigned,,,Macey Howell,I80 9EU,"P.O. Box 272, 3843 Tincidunt Avenue",148
Mr.,Existing Customer,Assigned,,,Martha Wells,UV0T 7UV,Ap #266-4825 Fermentum Ave,116
Ms.,Email,Assigned,,,Athena Bolton,FP94 9JD,2389 Mauris St.,244
Mrs.,Campaign,Recycled,,,Jenna Colon,Q3R 0XC,7501 Hendrerit. Road,529
Mr.,Campaign,Recycled,,,Zeus Ruiz,K7N 4CN,5912 Tristique Street,199
Mrs.,Direct Mail,Assigned,,,Kimberly Nolan,XI2 4TG,"Ap #598-2860 Non, Av.",521
Mrs.,Campaign,New,,,Gabriel Dejesus,IV9 3NI,5281 Sed St.,531
Ms.,Employee,Converted,,,Eugenia Ferrell,C31 3AS,204-3995 Lobortis. Road,513
Mrs.,Campaign,Converted,,,Lucius Mitchell,MN9 0BL,342-8083 Elementum Avenue,103
Ms.,Web Site,Converted,,,Germaine Roberts,C44 7DT,396-7761 Dui. Road,68
Mr.,Web Site,Converted,,,Lynn Paul,SE6Y 2ZP,566-8883 Fermentum Ave,228
Mr.,Web Site,New,,,Deirdre Dodson,L5 8TJ,844-7404 Bibendum. Street,508
Mrs.,Direct Mail,Dead,,,Gillian Yates,TK50 5TI,Ap #582-9533 Ipsum St.,403
Mr.,Word of mouth,Recycled,,,Yoko Gross,OT02 6DZ,857 Senectus Avenue,263
Mr.,Partner,Assigned,,,Aubrey Humphrey,WR36 2FE,Ap #856-8915 Varius St.,24
Mrs.,Trade Show,Converted,,,Steven Bender,IM5W 2WL,897-5817 Orci. Rd.,417
Mr.,Direct Mail,Converted,,,Cadman Flynn,ZO8V 4AW,734-6815 Tempus Street,132
Ms.,Conference,Dead,,,Patience Figueroa,V88 8HC,"P.O. Box 139, 3026 Porta Road",362
Ms.,Direct Mail,Recycled,,,Hedy Kim,CI35 9FA,3764 Sed Rd.,310
Mrs.,Word of mouth,New,,,Sigourney Levine,ZN77 0HK,Ap #324-7535 Convallis St.,452
Mrs.,Direct Mail,Dead,,,Jakeem Lindsey,MI31 0AV,"P.O. Box 111, 8716 Placerat. Street",460
Mr.,Word of mouth,New,,,Kuame Anthony,KI02 5UH,4154 Justo. St.,460
Ms.,Conference,New,,,Yuli Farmer,O7W 2PP,7170 Neque. Av.,148
Ms.,Word of mouth,Converted,,,Jenna Reynolds,H91 9KM,7169 Commodo St.,165
Ms.,Conference,In Process,,,Orson Wheeler,RO48 0IV,2169 Ornare. Rd.,295
Ms.,Other,Recycled,,,Wesley Medina,YY8W 1DZ,"P.O. Box 980, 7945 Ligula Ave",182
Mrs.,Web Site,Recycled,,,Jacqueline Mercer,C2Y 9VZ,5780 Rhoncus Rd.,114
Ms.,Other,Dead,,,Inga Haynes,S7Z 5OS,8359 Ligula. Street,336
Mrs.,Direct Mail,Converted,,,Quin Marks,JW7 8IZ,144-4543 Ut Street,469
Mr.,Email,In Process,,,Tate Potter,N1 8FZ,"1060 Purus, Rd.",319
Mrs.,Conference,In Process,,,Jenette Garrison,L4M 1HJ,983-1999 Ut Rd.,43
Mrs.,Partner,Converted,,,Raymond Parrish,LZ39 3NV,"Ap #369-9627 Dui, Avenue",420
Ms.,Trade Show,Converted,,,Dylan Chambers,ML8F 5BA,499-3417 Felis Ave,233
Ms.,Web Site,In Process,,,Kristen Terry,BT3J 5NG,"P.O. Box 643, 2117 Pede. St.",299
Ms.,Public Relations,Converted,,,Hamish Robles,M4O 1XF,137-7578 Feugiat Avenue,266
Ms.,Campaign,New,,,Zephania Morrow,S2P 7IC,Ap #827-9250 Nulla. Av.,253
Mr.,Campaign,New,,,Quinn Melendez,P0 2MB,"P.O. Box 474, 480 Sem Avenue",260
Ms.,Public Relations,New,,,Ralph Willis,O6 1NJ,Ap #446-2845 Cras Rd.,302
Ms.,Web Site,Converted,,,Jin Short,I22 5PX,744-7139 Auctor Av.,430
Mrs.,Word of mouth,Converted,,,Iola Patterson,F1R 5MQ,Ap #179-3475 Sed Road,7
Mr.,Cold Call,New,,,Xanthus Wise,QF86 8CT,856-8976 Mauris Ave,256
Mr.,Trade Show,In Process,,,Tamara Robertson,FD6C 1NK,"P.O. Box 330, 5119 Sapien. St.",187
Mr.,Email,New,,,Hiram Goodman,GU87 0JC,597-4090 Ligula. Street,100
Mrs.,Public Relations,Converted,,,Jamal Briggs,D70 6MS,182-6520 Aliquam Road,226
Mrs.,Word of mouth,In Process,,,Rigel Meyers,F3 2GQ,Ap #821-1245 Ante. St.,291
Mr.,Web Site,Dead,,,Britanney Mendez,ZF9 1HU,"P.O. Box 198, 4444 Euismod Street",248
Mrs.,Campaign,Assigned,,,Ivan Cochran,U4Z 5UF,"P.O. Box 185, 8272 Vivamus St.",255
Mr.,Web Site,Converted,,,Demetria Slater,HU07 5NP,Ap #980-1412 Diam Street,106
Ms.,Existing Customer,Recycled,,,Ezra Ewing,VK2G 8XK,"463 Eu, Street",272
Ms.,Campaign,New,,,Jin Valencia,W99 2LF,"P.O. Box 674, 3121 Suspendisse Ave",73
Mr.,Direct Mail,Assigned,,,Oren Bright,FX2 5OX,5257 Proin St.,170
Mrs.,Word of mouth,Converted,,,Daquan Swanson,NZ6 2GE,"P.O. Box 559, 681 Luctus Ave",9
Mr.,Self Generated,Converted,,,Buckminster Moreno,E90 6ZW,"1445 A, Street",170
Mrs.,Self Generated,Assigned,,,Giacomo Armstrong,JU3 0WQ,310-3458 Turpis Rd.,347
Mrs.,Direct Mail,Converted,,,Perry Pope,B52 0YN,889-9770 Ut Avenue,166
Mr.,Public Relations,Converted,,,Lance Tyler,B4 3DJ,"P.O. Box 862, 1605 Neque. Av.",239
Ms.,Cold Call,New,,,Vernon Day,CR4 1UN,4613 Nullam Avenue,213
Mrs.,Direct Mail,New,,,Melvin Leon,P37 4GY,"P.O. Box 968, 9945 Nisi. St.",117
Mr.,Partner,Converted,,,Marvin Hayden,N8 9SP,"P.O. Box 499, 191 Quam Avenue",521
Mr.,Other,Assigned,,,Nasim Hodges,U8 3UT,Ap #449-6639 Massa. Street,179
Ms.,Web Site,Recycled,,,Wyatt Warner,VX0B 2RZ,Ap #488-4485 Velit. St.,138
Ms.,Direct Mail,Recycled,,,Abbot Gardner,B9C 9TI,6783 Blandit Avenue,11
Ms.,Cold Call,Assigned,,,Forrest Mercer,N73 1YK,943-795 Aptent St.,383
Mrs.,Existing Customer,Converted,,,Myles Kinney,HR05 3XI,"305-4763 Eu, St.",520
Mrs.,Public Relations,Assigned,,,Bevis Velasquez,Z2 1AN,Ap #864-1245 Nullam Rd.,204
Mr.,Email,Converted,,,Rahim Stanton,TX7 7XN,339-5127 Curabitur Rd.,13
Ms.,Word of mouth,Recycled,,,Rudyard Gentry,XW5N 6FV,479-6768 Tristique St.,334
Ms.,Cold Call,Assigned,,,Quyn Little,WM71 5QF,Ap #944-2002 Mi. Rd.,397
Mr.,Direct Mail,Converted,,,Caldwell Owen,A7E 6MF,Ap #285-1207 In Av.,463
Ms.,Web Site,Converted,,,Silas Flowers,Q2 2NT,4679 Conubia Rd.,281
Ms.,Conference,New,,,Carla Suarez,SV2 4DV,"P.O. Box 985, 5501 Taciti St.",429
Mr.,Web Site,New,,,Shea Lara,S50 5VB,684-1219 Ligula. Street,66
Mr.,Word of mouth,Recycled,,,Isadora Burns,V7 0RJ,Ap #429-8692 Metus. St.,250
Mr.,Trade Show,Converted,,,Kimberly Larson,W1D 1FO,Ap #637-8857 Ad Street,442
Mr.,Public Relations,Assigned,,,Rajah Hendrix,NK9O 5RY,612-8983 Turpis Street,114
Mrs.,Public Relations,Converted,,,Idona Buckley,JJ23 2JC,Ap #388-7869 Augue Rd.,418
Mrs.,Campaign,In Process,,,Aristotle Huffman,Z49 9BI,241-616 Rutrum Avenue,145
Mrs.,Trade Show,New,,,Sara Townsend,WB8 5FC,"P.O. Box 510, 8256 Sed Road",70
Mr.,Conference,In Process,,,Jerry Meyer,HZ5 7CC,886-3586 Malesuada Ave,279
Mrs.,Campaign,Converted,,,Haviva Mack,QA1 3TU,971-2595 Neque Avenue,476
Mrs.,Self Generated,Assigned,,,Urielle Heath,V33 1TV,1844 Ipsum Street,489
Mrs.,Email,In Process,,,Karen Farmer,U4 2ZV,"P.O. Box 308, 692 Mattis Road",496
Mr.,Cold Call,Converted,,,Elijah Mullins,G15 2CZ,"P.O. Box 818, 7124 Fusce Rd.",293
Mrs.,Web Site,Converted,,,Chava Stanton,L4R 3WZ,"P.O. Box 472, 2785 Magna. St.",250
Mr.,Direct Mail,Converted,,,Timon Barber,Y50 5LJ,"P.O. Box 420, 4562 Erat. Av.",63
Ms.,Campaign,Converted,,,Hanae Lang,X9 9WJ,"292 Mi, Street",140
Mr.,Word of mouth,Converted,,,Jakeem Pennington,H9M 4IG,213-6104 Nunc St.,170
Mrs.,Word of mouth,Converted,,,Clarke Dotson,UX60 8XH,506-5100 Pede Rd.,262
Ms.,Self Generated,Converted,,,Guinevere Garcia,B6 9VG,"P.O. Box 730, 1153 Parturient Rd.",44
Mrs.,Word of mouth,Converted,,,Felicia Flynn,V3E 8MC,Ap #531-7144 Mollis. Avenue,52
Mr.,Conference,Converted,,,Kamal Carter,GX56 9CO,"P.O. Box 608, 9769 Dui. Rd.",412
Mr.,Direct Mail,Assigned,,,Harriet Perez,Q8 1ZQ,"P.O. Box 294, 6916 Velit Avenue",269
Mrs.,Trade Show,In Process,,,Derek Kline,ZE9 6WU,Ap #380-7242 Eu Avenue,442
Mrs.,Cold Call,Converted,,,Hop Frazier,V3 2PC,4939 Id Rd.,495
Ms.,Campaign,Converted,,,Kitra Holder,P92 2DT,"P.O. Box 596, 5732 Nibh Av.",291
Ms.,Public Relations,Converted,,,Quamar Schmidt,K1J 5SN,470-3235 Ac Av.,485
Mr.,Public Relations,In Process,,,Reece Armstrong,CT7 4RU,"P.O. Box 865, 9861 Sem St.",202
Mr.,Word of mouth,Converted,,,Rooney Lowe,H4V 5IT,Ap #422-3613 Dui St.,196
Mr.,Conference,Converted,,,Xanthus Carver,Q87 2CX,"919-1469 In, Rd.",399
Ms.,Cold Call,Converted,,,Shad Kinney,TS8M 4OL,Ap #184-2357 Adipiscing Rd.,153
Mr.,Partner,Converted,,,Lance Harrison,C7W 5BT,9402 Malesuada Rd.,201
Mrs.,Public Relations,Recycled,,,Olympia Lowe,O5B 6ZP,796-8912 Facilisis Rd.,373
Mr.,Campaign,New,,,Jonah Malone,ZF7 1HP,"P.O. Box 317, 9977 Ac Avenue",460
Mr.,Word of mouth,New,,,Rashad Henry,PE6 4HR,142-1119 In Road,523
Ms.,Direct Mail,In Process,,,Kevyn Cunningham,U13 3LY,8855 Donec Street,149
Mrs.,Trade Show,Converted,,,Calista Elliott,AS6J 1RA,795-5990 Nulla. Rd.,525
Mr.,Web Site,Converted,,,Kadeem Nelson,YE83 4WM,"P.O. Box 929, 3213 Est, St.",519
Mr.,Web Site,Converted,,,Ryder Tyler,WE0V 1PL,Ap #695-680 Orci Ave,460
Mrs.,Cold Call,Converted,,,Anjolie Harmon,X63 8YI,"8538 Sem, Road",46
Mr.,Employee,Assigned,,,Fulton Kim,E5 4PW,3151 Aliquet St.,274
Ms.,Word of mouth,Converted,,,Amir Buckley,M4 1PF,172-7907 Neque Road,204
Mrs.,Other,Recycled,,,Stacy Garcia,B52 4XW,"P.O. Box 283, 2637 Luctus Rd.",40
Mr.,Cold Call,Converted,,,Marshall Knight,H7L 7UU,Ap #363-9017 Dolor Avenue,380
Mrs.,Web Site,Converted,,,Malachi Boyle,V96 5GQ,6300 Cras Avenue,407
Ms.,Other,Assigned,,,Nina House,BC22 2NH,Ap #674-9809 Tempus St.,454
Ms.,Direct Mail,Converted,,,Emerson Sanchez,F11 9YC,Ap #734-2023 Mauris Avenue,151
Mrs.,Other,Dead,,,Raphael Bridges,M2Y 8ZI,255 Odio Road,394
